train_ssim_loss,train_dice_loss,train_bce_loss,train_total_loss,val_ssim_loss,val_dice_loss,val_bce_loss,val_total_loss
0.1272,0.9947,0.1008,1.2227,0.0214,0.9986,0.0897,1.1097
0.0259,0.9977,0.089,1.1127,0.0205,0.9981,0.0865,1.105
0.0261,0.9973,0.0889,1.1123,0.0326,0.9964,0.078,1.1071
0.026,0.9976,0.0884,1.1119,0.0227,0.9975,0.0829,1.1031
0.0261,0.9975,0.088,1.1115,0.1546,0.9822,0.0614,1.1982
0.0264,0.9967,0.0887,1.1118,0.0337,0.9957,0.0765,1.106
0.0262,0.9972,0.0886,1.112,0.0227,0.9979,0.0884,1.1089
0.0271,0.9937,0.0894,1.1101,0.0339,0.9917,0.0755,1.101
0.0323,0.9585,0.0939,1.0847,0.0439,0.8378,0.0973,0.979
0.0363,0.8874,0.0977,1.0213,0.039,0.7664,0.0775,0.883
0.035,0.867,0.0968,0.9988,0.0359,0.6957,0.0747,0.8064
0.0351,0.8515,0.0966,0.9831,0.0351,0.6606,0.0675,0.7632
0.0348,0.8462,0.0962,0.9772,0.0301,0.6417,0.0657,0.7376
0.0343,0.8304,0.0956,0.9603,0.0312,0.6205,0.0608,0.7125
0.0343,0.8239,0.0955,0.9537,0.0244,0.6101,0.0596,0.6941
0.0339,0.8179,0.0951,0.9469,0.0243,0.6081,0.0572,0.6897
0.0334,0.8139,0.0947,0.942,0.0304,0.5903,0.0581,0.6788
0.0334,0.8116,0.0947,0.9396,0.0249,0.5572,0.0545,0.6366
0.0334,0.808,0.0945,0.9358,0.0231,0.6119,0.0599,0.6949
0.0332,0.808,0.0945,0.9358,0.0243,0.5533,0.0545,0.6321
0.0335,0.8054,0.0945,0.9334,0.0265,0.59,0.0572,0.6737
0.0329,0.7949,0.0935,0.9214,0.025,0.5569,0.0549,0.6368
