train_ssim_loss,train_dice_loss,train_bce_loss,train_total_loss,val_ssim_loss,val_dice_loss,val_bce_loss,val_total_loss
0.0417,0.6853,0.0786,0.2659,0.029,0.5975,0.0648,0.2281
0.027,0.5019,0.061,0.1947,0.0233,0.4741,0.0513,0.1811
0.0224,0.405,0.05,0.1575,0.0185,0.3366,0.0389,0.13
0.0197,0.3453,0.0429,0.1346,0.0187,0.3102,0.0368,0.1207
0.0183,0.3145,0.0388,0.1226,0.0152,0.2545,0.0285,0.0984
0.0174,0.2928,0.036,0.1143,0.0151,0.2403,0.0267,0.0931
0.0168,0.2774,0.0341,0.1083,0.0142,0.2425,0.0284,0.0941
0.0163,0.2684,0.0329,0.1048,0.0144,0.2222,0.0259,0.0866
0.0159,0.257,0.0314,0.1005,0.015,0.2277,0.0262,0.0887
0.0156,0.2497,0.0304,0.0976,0.0137,0.2066,0.0225,0.0801
0.0153,0.2428,0.0295,0.0949,0.0135,0.2085,0.0236,0.0811
0.0152,0.2388,0.029,0.0934,0.0132,0.2026,0.0232,0.0789
0.0149,0.2335,0.0285,0.0914,0.0126,0.1947,0.0202,0.0751
0.0148,0.2298,0.0279,0.0899,0.0133,0.1939,0.0214,0.0755
0.0145,0.2233,0.027,0.0874,0.0128,0.1923,0.0218,0.0749
0.0144,0.2213,0.0268,0.0866,0.013,0.1976,0.0227,0.077
0.0143,0.2185,0.0263,0.0855,0.0128,0.1825,0.0195,0.0709
0.0141,0.2145,0.0259,0.084,0.0125,0.1744,0.0202,0.0683
0.014,0.2103,0.0254,0.0824,0.0123,0.1697,0.0191,0.0664
0.0138,0.2064,0.0248,0.0809,0.0122,0.1759,0.0187,0.0683
