train_ssim_loss,train_dice_loss,train_bce_loss,train_total_loss,val_ssim_loss,val_dice_loss,val_bce_loss,val_total_loss
0.1274,0.9662,1.1251,0.7322,0.0913,0.9596,1.0713,0.7003
0.1174,0.9647,1.1121,0.7241,0.0823,0.9541,1.0728,0.6961
0.1072,0.9612,1.1074,0.718,0.0637,0.9515,1.0679,0.6874
0.097,0.961,1.1035,0.7133,0.0605,0.948,1.0763,0.688
0.0811,0.9602,1.1016,0.7072,0.0483,0.9514,1.0705,0.6832
0.0668,0.9606,1.1044,0.7035,0.046,0.9486,1.0753,0.683
0.0555,0.9599,1.1,0.6981,0.0461,0.9458,1.0835,0.6849
0.0437,0.9614,1.0989,0.6943,0.0415,0.9444,1.0825,0.6826
0.0354,0.9626,1.1068,0.6946,0.0437,0.9439,1.0952,0.6873
0.0333,0.9617,1.104,0.6927,0.0447,0.9405,1.1072,0.6905
